"nearc2","wage","educ","south","black"
0,577,12,1,0
0,500,12,1,0
0,250,12,1,0
0,155,12,1,0
0,406,12,1,0
1,350,12,1,1
1,462,12,1,1
1,500,10,1,0
1,846,16,1,0
1,577,12,1,0
1,400,16,1,0
1,741,11,0,0
1,350,14,1,0
1,438,12,1,0
1,727,13,1,0
1,970,11,1,0
0,751,16,1,0
0,577,18,1,0
0,404,16,1,0
0,616,12,1,0
0,230,16,1,0
0,142,12,1,0
0,385,18,1,0
0,385,12,1,0
0,422,12,1,0
0,650,12,0,1
0,230,8,1,1
0,672,15,1,0
0,354,18,1,1
0,250,13,1,1
0,300,11,1,1
0,400,12,1,1
0,300,7,1,1
0,460,13,1,1
0,432,12,0,1
0,250,11,1,1
0,315,5,1,0
0,625,12,1,0
0,500,10,1,0
0,331,12,1,0
0,585,12,1,0
0,320,13,1,1
0,300,11,1,1
0,738,16,1,0
0,385,12,1,1
0,641,13,1,1
0,325,5,1,1
0,406,12,1,1
0,300,6,1,1
0,176,7,1,1
0,450,11,1,1
0,292,10,1,1
0,801,12,1,0
0,375,9,1,1
0,230,10,1,1
0,535,13,1,1
0,422,7,1,1
0,361,10,1,0
0,300,9,1,0
0,558,12,1,0
0,470,16,1,1
0,486,12,1,0
0,600,12,1,0
0,363,11,1,1
0,200,10,1,1
0,142,8,1,1
0,448,12,1,0
1,300,11,1,1
1,706,12,0,0
1,534,12,0,0
1,260,13,1,1
1,675,12,0,1
1,260,7,1,1
1,300,10,1,1
1,1215,16,1,0
1,577,17,1,0
1,250,14,1,1
1,394,10,0,1
1,275,8,1,1
1,225,9,1,1
1,275,7,1,1
1,356,9,1,1
1,885,12,0,1
1,192,16,1,1
1,420,7,1,1
1,375,7,1,1
1,364,7,1,1
1,400,12,1,0
1,353,12,1,1
1,300,13,1,0
1,416,15,1,0
1,600,11,1,1
1,973,13,0,1
1,230,5,1,1
1,311,12,1,1
1,274,8,1,1
1,400,11,0,1
1,200,8,1,1
1,435,13,1,1
1,230,6,1,1
1,731,6,0,1
1,270,10,1,1
1,176,8,1,1
1,250,12,1,1
1,333,10,1,1
1,438,12,0,1
1,428,16,1,1
1,740,16,1,0
1,700,12,0,1
1,245,12,1,1
1,230,12,1,1
1,273,15,1,1
1,632,14,0,1
1,289,16,0,1
1,300,8,1,1
1,230,10,1,1
1,395,8,1,1
1,572,9,1,1
1,625,17,0,1
1,550,16,0,1
1,250,9,1,1
1,363,8,1,0
1,100,14,1,1
1,350,12,0,1
1,290,10,1,1
1,250,4,1,1
1,833,8,1,1
1,435,10,1,1
1,333,12,0,1
0,306,12,1,0
0,573,18,1,0
0,288,12,1,0
0,463,12,1,1
0,389,12,1,0
0,1106,16,1,0
0,245,16,1,0
0,358,12,1,0
0,357,8,1,0
0,400,12,1,1
0,300,10,1,0
0,553,16,1,0
0,300,8,1,0
0,450,7,1,0
0,409,12,1,0
0,250,14,1,0
0,337,16,1,0
0,280,16,1,0
0,523,13,1,0
0,513,16,1,0
0,691,14,1,0
0,425,16,0,0
0,361,13,1,0
0,542,12,0,0
0,769,12,1,0
0,505,12,1,0
0,591,17,1,0
0,419,16,1,0
0,375,16,1,0
0,369,17,1,0
0,438,11,1,0
0,619,17,0,0
0,635,16,1,0
0,500,12,1,0
0,875,12,1,0
0,635,17,1,0
0,313,14,0,0
0,350,15,1,0
0,857,9,1,0
0,200,11,1,1
0,383,12,0,1
0,245,12,1,1
0,808,12,1,1
0,462,18,1,1
0,577,16,1,1
0,506,17,0,1
0,962,17,1,0
0,743,16,1,0
0,450,12,1,0
0,476,11,1,1
0,123,9,1,1
0,794,11,1,1
0,200,10,1,1
0,462,14,1,0
0,225,10,1,0
0,577,13,1,0
0,180,8,1,1
0,325,9,0,1
0,409,7,1,1
0,200,10,1,1
0,539,16,1,0
0,354,16,1,0
0,250,11,1,0
0,693,16,1,0
0,420,12,1,0
0,366,12,1,0
0,351,11,1,0
0,913,16,1,0
0,900,13,1,0
0,300,7,1,0
0,307,10,1,0
0,475,7,1,0
0,340,11,1,1
0,463,9,1,1
0,200,12,1,1
0,315,15,1,1
0,625,16,1,1
0,254,12,1,1
0,450,9,1,0
0,375,12,1,1
0,300,12,0,1
0,364,12,1,1
0,750,18,0,1
0,589,15,1,1
0,265,10,1,1
0,300,9,1,1
0,390,6,1,1
0,500,10,1,0
0,450,12,1,0
0,263,12,1,0
0,432,14,1,0
0,192,10,1,1
0,829,14,1,0
0,513,16,1,1
0,529,13,0,1
0,385,16,1,1
0,500,13,1,0
0,712,15,1,0
0,472,16,1,0
0,470,12,1,1
0,413,13,0,1
0,335,12,1,0
0,481,13,1,0
0,500,12,1,0
0,713,12,1,0
0,525,13,1,1
