ID	age	gender	party	eidretain	eidideology	treatment	respideol	distideol	educ
R_30jfAtpyriYLZ2E	25-34	Male	Democrat Leaner	2	6	0	1	5	HS diploma or the equivalent
R_2Pe9CqaJHIj4XMJ	25-34	Male	Not so strong Democrat	2	3	0	4	1	Bachelor's degree
R_26gNiRc85aKTTkF	25-34	Female	Not so strong Republican	3	4	0	5	1	Some college
R_1jJnoycFL1JsDPw	35-44	Female	Independent/Other	1	5	0	1	4	Some college
R_1OCUC8LXiGz0AKv	25-34	Male	Independent/Other	2	7	1	5	2	HS diploma or the equivalent
R_21Apheqn88pktXO	25-34	Female	Strong Republican	3	5	0	6	1	Bachelor's degree
R_31vf3xlYmE9nihS	25-34	Male	Strong Democrat	2	4	0	1	3	HS diploma or the equivalent
R_yUqiOnXsWmgmNXP	18-24	Male	Not so strong Republican	3	2	0	5	3	Some college
R_3kp8TMZ5QgjU8Xe	35-44	Male	Democrat Leaner	2	4	0	3	1	Associate degree
R_e4YHuSn0GvGfdKN	25-34	Male	Strong Democrat	3	4	0	1	3	Associate degree
R_2fHCx8iGvrQoUNk	25-34	Male	Strong Republican	2	5	0	7	2	Bachelor's degree
R_9QxGItlljg5xk65	25-34	Male	Independent/Other	3	4	1	4	0	Associate degree
R_qQ7AmzUrowgQg4V	18-24	Female	Not so strong Democrat	2	6	1	2	4	Associate degree
R_2aztaxGYh2kqOGS	25-34	Female	Not so strong Democrat	2	4	1	2	2	Associate degree
R_1OqqocJlP824LBz	35-44	Female	Strong Democrat	3	4	0	1	3	Bachelor's degree
R_2zjO0DADzYOglw5	35-44	Male	Strong Republican	2	4	0	7	3	Some college
R_3Jen280THElH6zi	25-34	Female	Not so strong Democrat	3	5	0	4	1	HS diploma or the equivalent
R_3rPdZaBmrhtSMgp	25-34	Male	Strong Democrat	2	5	1	1	4	Bachelor's degree
R_2tx0HwggUnn92Ql	25-34	Male	Strong Republican	3	4	0	4	0	Bachelor's degree
R_dhalmH3pm1D8qAx	25-34	Male	Independent/Other	2	5	1	7	2	Bachelor's degree
R_1Cr1CowYCW1mGOc	35-44	Female	Strong Democrat	2	4	0	1	3	HS diploma or the equivalent
R_2TIggUa8V2sZg2T	45-54	Female	Strong Democrat	2	5	0	2	3	Bachelor's degree
R_1ez4uCWcEW7trzW	25-34	Female	Not so strong Republican	3	4	1	6	2	Bachelor's degree
R_12QLsuUiqWJmvxi	25-34	Male	Not so strong Democrat	1	6	1	3	3	Bachelor's degree
R_2PvTHlsrIeDaC0p	35-44	Female	Not so strong Republican	3	3	1	5	2	Bachelor's degree
R_b8VMS7y5mnphujn	45-54	Female	Independent/Other	2	3	0	4	1	Master's degree
R_2zwn6DK2jtctceT	35-44	Male	Not so strong Democrat	3	5	0	3	2	Master's degree
R_12GgbIWmfgfMyHS	45-54	Female	Independent/Other	4	6	0	3	3	Bachelor's degree
R_bBnayMnsn7mg3Lz	25-34	Female	Strong Democrat	3	4	0	1	3	Bachelor's degree
R_3Pw3hIFphugTjQY	35-44	Male	Strong Democrat	3	4	1	2	2	Some college
R_e3yZqxhCLaY3ljX	45-54	Male	Democrat Leaner	1	6	1	3	3	Associate degree
R_zSXLZ4rPCMtiXSh	25-34	Female	Not so strong Democrat	2	5	1	2	3	Bachelor's degree
R_aWOSh1YfyPcULVD	25-34	Male	Independent/Other	3	7	0	4	3	Associate degree
R_vreNA1R5DLJ9YyZ	35-44	Male	Republican Leaner	2	2	0	4	2	Bachelor's degree
R_2YlIlJijDwahbUa	35-44	Male	Strong Democrat	1	5	1	3	2	Bachelor's degree
R_Y3IzvxLPVZrswN3	25-34	Male	Strong Republican	2	5	1	6	1	Bachelor's degree
R_vdYpcs9ZDWDj6CJ	25-34	Male	Not so strong Democrat	2	4	1	3	1	Bachelor's degree
R_W3c43hUjtxAJqTv	35-44	Female	Strong Republican	3	6	0	7	1	Bachelor's degree
R_zehpPvO9hLPYEuZ	45-54	Male	Strong Democrat	4	3	0	2	1	Associate degree
R_2DYrMnlmv5yiqGA	25-34	Female	Strong Democrat	3	4	1	2	2	Some college
R_21pOi45RLKATiqD	25-34	Other	Independent/Other	4	4	1	4	0	Bachelor's degree
R_1qWfM0D4pJzHJy0	55-64	Male	Not so strong Democrat	3	7	1	2	5	Some college
R_2fe0Dle0EEafrkB	35-44	Female	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_yR669JO39eJqPap	35-44	Female	Independent/Other	2	4	0	4	0	Some college
R_1QrMTNWnpVl1EHj	35-44	Male	Not so strong Republican	2	3	0	5	2	HS diploma or the equivalent
R_3oRB3SJz3to4W2l	25-34	Male	Strong Democrat	1	7	1	1	6	HS diploma or the equivalent
R_31sAVIloJCZpyG3	25-34	Female	Not so strong Democrat	1	6	1	2	4	Bachelor's degree
R_YVtQFkYXTlZn9Hb	25-34	Male	Democrat Leaner	3	4	1	2	2	Bachelor's degree
R_1PXV6xvTlDbpeM2	25-34	Male	Strong Republican	2	4	0	6	2	Master's degree
R_0HsQLEutKhgKBSV	55-64	Female	Not so strong Democrat	2	7	1	3	4	Associate degree
R_T4Qw3Rht900hoE9	25-34	Male	Strong Democrat	1	6	1	3	3	HS diploma or the equivalent
R_1obhAL7oT0MYwwe	35-44	Male	Strong Democrat	2	2	0	2	0	HS diploma or the equivalent
R_1rJ2c8I8Fhg3zvN	18-24	Female	Strong Democrat	1	7	1	1	6	Some college
R_2zDf1sFVbB8hq4t	55-64	Female	Strong Democrat	2	4	0	2	2	Some college
R_2aRlQTSF1Pnt4RL	35-44	Female	Republican Leaner	3	6	1	6	0	Bachelor's degree
R_3JlpQSoMuyb9Z2e	25-34	Male	Republican Leaner	3	6	1	4	2	Master's degree
R_C2C0qxYs3DYCFdn	25-34	Female	Democrat Leaner	3	4	0	3	1	Master's degree
R_1mV2QJyo3xQLEHM	18-24	Female	Democrat Leaner	2	4	0	1	3	Some college
R_R5eZuys1obWNhZf	18-24	Male	Not so strong Democrat	3	4	0	4	0	Bachelor's degree
R_9YQJsKoggtPeUSZ	25-34	Female	Strong Democrat	4	4	0	1	3	HS diploma or the equivalent
R_2e8ePr1reazUhis	65-74	Female	Independent/Other	2	6	0	4	2	HS diploma or the equivalent
R_3QS5t3X2rIImudn	55-64	Female	Not so strong Democrat	3	4	0	2	2	Some college
R_ai01h7BbzOpQVuV	45-54	Male	Independent/Other	3	3	1	5	2	Some college
R_1nZzp30hVrn0kkK	35-44	Female	Strong Republican	3	6	1	6	0	Bachelor's degree
R_1LpPuUf2luOSzcB	35-44	Male	Independent/Other	2	4	0	4	0	Bachelor's degree
R_XzkRnaCupmU4MzT	35-44	Male	Democrat Leaner	2	4	0	4	0	Bachelor's degree
R_RJMuKugtk8wAGpX	25-34	Male	Not so strong Republican	3	3	0	6	3	Bachelor's degree
R_vBK5yDzXVNrbSal	25-34	Male	Strong Democrat	3	5	0	4	1	Some college
R_vB5iWEWwN77axON	25-34	Male	Not so strong Democrat	2	4	1	3	1	Bachelor's degree
R_1MRGClagnbXbB4R	25-34	Male	Democrat Leaner	2	5	1	4	1	Master's degree
R_27kEIAuZKz5GGNp	18-24	Female	Democrat Leaner	3	4	0	1	3	Bachelor's degree
R_RkSXHDJ06PMXkbf	55-64	Male	Not so strong Republican	2	4	0	5	1	Some college
R_2xDYYWYCrwCLQOe	25-34	Female	Not so strong Democrat	2	6	1	4	2	HS diploma or the equivalent
R_2w0ncJUVRjmDIqK	35-44	Female	Republican Leaner	2	4	0	5	1	Master's degree
R_3PYrj0OGGhHpO99	25-34	Male	Independent/Other	2	4	0	4	0	HS diploma or the equivalent
R_1F3PdSDoOiDq0pn	18-24	Male	Not so strong Democrat	3	4	0	5	1	Some college
R_1daVP6Ue96UE5VW	25-34	Male	Not so strong Democrat	2	4	0	3	1	Bachelor's degree
R_3NPWY1e3ULwNLA5	25-34	Male	Democrat Leaner	3	5	1	4	1	HS diploma or the equivalent
R_R3sFwoc4o2EzpEl	35-44	Female	Strong Democrat	2	6	1	2	4	HS diploma or the equivalent
R_bIPI4eNTfNQ1gE9	35-44	Male	Not so strong Democrat	3	6	1	2	4	Some college
R_2YxNS2nFzPv8rqV	25-34	Male	Republican Leaner	3	4	0	4	0	Master's degree
R_3EMuEcwUOG5kRfY	25-34	Female	Republican Leaner	3	7	1	5	2	Bachelor's degree
R_2P6Do1s4fMYAJEV	25-34	Male	Independent/Other	1	7	1	1	6	HS diploma or the equivalent
R_1pF3q9VCAC6cVai	55-64	Female	Strong Democrat	3	4	0	2	2	Master's degree
R_3kvleQElFvZzbVg	35-44	Female	Not so strong Democrat	3	4	1	2	2	HS diploma or the equivalent
R_0pjexalQwzQGXIJ	25-34	Female	Not so strong Democrat	4	4	1	4	0	Some college
R_2X0c3HoikHGhzpD	25-34	Male	Not so strong Democrat	1	7	1	1	6	Some college
R_2dnmTxz0yOxdW9U	45-54	Female	Not so strong Democrat	2	4	0	3	1	HS diploma or the equivalent
R_1gbgJkKfE5LREgH	45-54	Female	Not so strong Republican	3	7	1	3	4	Some college
R_3KTNeWOLqURVQfb	25-34	Female	Strong Democrat	4	2	1	1	1	Some college
R_yL9gJCZYCfMNNPr	35-44	Female	Not so strong Democrat	2	4	0	4	0	Associate degree
R_r6CzBkW1dlKjFpT	35-44	Female	Not so strong Republican	1	1	0	7	6	Bachelor's degree
R_2DYc3I9QsuUJQqd	35-44	Female	Not so strong Republican	2	4	0	6	2	Associate degree
R_21tBUGBasi35wyK	25-34	Female	Not so strong Democrat	1	6	1	1	5	Associate degree
R_2QKEZqZLohd8YSW	18-24	Female	Not so strong Republican	3	5	1	5	0	Associate degree
R_3F4R0MgLfeq1S5H	65-74	Female	Not so strong Republican	4	5	1	7	2	Bachelor's degree
R_2dgzkcXDsJY213i	25-34	Male	Strong Democrat	3	4	0	2	2	Bachelor's degree
R_1JY2Y5YRwXhSrr3	35-44	Male	Not so strong Republican	3	6	1	6	0	Some college
R_1hQIQzK1JjGkKII	25-34	Female	Not so strong Republican	3	7	1	6	1	Some college
R_7NvhmIysFBO6uWZ	65-74	Female	Strong Republican	3	5	1	7	2	Bachelor's degree
R_0OPSfDX0fxG3Arf	25-34	Female	Not so strong Democrat	2	4	1	4	0	Bachelor's degree
R_27BZDxR3NJWFbwt	35-44	Female	Not so strong Democrat	2	6	1	3	3	Bachelor's degree
R_6XS7f2weAqOchY5	45-54	Female	Strong Democrat	3	5	0	2	3	Associate degree
R_1oI2pIDxB5pEm2Z	45-54	Female	Republican Leaner	2	5	0	4	1	Bachelor's degree
R_10vc3oeRnzKcV7v	25-34	Female	Not so strong Democrat	3	4	1	4	0	Master's degree
R_UMXdfdnisxHom0F	25-34	Male	Not so strong Democrat	3	3	0	3	0	Bachelor's degree
R_12EftQF28qkgrhb	25-34	Male	NA	2	5	1	4	1	Bachelor's degree
R_1ik9THHERkYPgOA	18-24	Female	Republican Leaner	3	4	0	4	0	Some college
R_2VQ76foMZwedonp	18-24	Female	Republican Leaner	3	6	0	7	1	HS diploma or the equivalent
R_RUC87wytVxMFAid	45-54	Female	Not so strong Republican	3	5	1	6	1	Some college
R_yF6sVjQe2EK2Fi1	25-34	Male	Not so strong Republican	4	5	1	5	0	HS diploma or the equivalent
R_2YJPbi2PD9tKOH0	25-34	Male	Not so strong Democrat	3	5	0	4	1	Master's degree
R_3PTWwIMyQlrKuKs	25-34	Female	Not so strong Democrat	3	3	0	3	0	Associate degree
R_3ERWGhEo0dqv1bl	55-64	Female	Republican Leaner	1	4	1	6	2	Bachelor's degree
R_3G70L7OYWQhIFO9	55-64	Male	Republican Leaner	2	3	0	6	3	HS diploma or the equivalent
R_1erTvlG3EEPvmZm	25-34	Male	Strong Democrat	3	4	1	4	0	Some college
R_1OUgCzdVZ5n0ssR	35-44	Female	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_2QlXJsjBQ83rJRn	25-34	Refused	Independent/Other	3	5	1	4	1	Bachelor's degree
R_2CsvMFHIzdqu4Yx	25-34	Male	Strong Democrat	4	4	0	2	2	Master's degree
R_3qgqAuMEuKzH2TQ	25-34	Male	Not so strong Democrat	2	4	1	1	3	Professional or doctorate degree
R_2WU73m7M85JLuo5	25-34	Male	Republican Leaner	3	5	0	4	1	Some college
R_3gLraBAa9OVCGcS	25-34	Male	Republican Leaner	2	3	1	5	2	Some college
R_VVG37pVoTFO0uFH	25-34	Male	Strong Democrat	3	4	0	1	3	Bachelor's degree
R_3Mfc8G3KiPdwbIV	18-24	Male	Democrat Leaner	2	4	0	2	2	Bachelor's degree
R_ZaG6bblhOKvdvxf	25-34	Male	Democrat Leaner	3	7	1	2	5	Bachelor's degree
R_qQjqwAoRlSJdCdH	45-54	Female	Not so strong Republican	2	4	0	6	2	Some college
R_1FrKcObigi9tuCH	25-34	Female	Strong Democrat	3	4	0	1	3	Bachelor's degree
R_1DpSEYUmTD2wCuF	35-44	Female	Not so strong Republican	4	4	1	5	1	Bachelor's degree
R_1Kg3k2eOC0twZMx	25-34	Female	Strong Republican	4	4	1	6	2	Master's degree
R_1fZ4f3BtbCTJ7Zv	35-44	Male	Republican Leaner	4	4	1	3	1	Associate degree
R_4ZSaM1rgAU7Yz0R	25-34	Male	Not so strong Democrat	2	4	1	2	2	Some college
R_1NglWH2P6Ls6gPT	18-24	Female	Republican Leaner	2	4	1	1	3	Some college
R_26fNli72Llq08OW	45-54	Male	Strong Democrat	2	7	1	1	6	Bachelor's degree
R_1BUYGRb4MyLc4r2	45-54	Female	Not so strong Republican	3	6	1	5	1	HS diploma or the equivalent
R_2qjFcGBzkcDKAap	25-34	Male	Democrat Leaner	3	4	0	1	3	Bachelor's degree
R_9ZemvfBdcS44HAd	55-64	Female	Not so strong Republican	1	3	0	6	3	Some college
R_30e3Fu9gbtdAM81	25-34	Male	Strong Democrat	3	2	0	1	1	Master's degree
R_30uvWoiFaxn5Skk	18-24	Male	Independent/Other	2	4	0	4	0	Bachelor's degree
R_2tUdwMptCuxj0zv	18-24	Female	Democrat Leaner	2	4	0	2	2	Bachelor's degree
R_33lJCtvPjaW8xI5	25-34	Male	Independent/Other	2	5	1	4	1	Associate degree
R_2wzfXFQtpMT6fPJ	55-64	Male	Not so strong Republican	3	6	1	5	1	Master's degree
R_9H0byfQh5r4fdgl	25-34	Male	Strong Democrat	3	3	0	1	2	Bachelor's degree
R_2qqGORvxI3HR64E	25-34	Female	Republican Leaner	3	4	1	5	1	Master's degree
R_3snVPIaCijTLitQ	35-44	Female	Republican Leaner	3	4	1	6	2	HS diploma or the equivalent
R_2QgFGAEZJhDRHTj	25-34	Female	Strong Democrat	2	7	1	1	6	Some college
R_2XmuBxOdgAQwdsZ	25-34	Female	Not so strong Democrat	3	4	1	4	0	HS diploma or the equivalent
R_3n0OoVPcSVeB9K0	25-34	Female	Not so strong Democrat	3	4	1	3	1	Bachelor's degree
R_2WJBJVxV448fovz	35-44	Female	Strong Democrat	2	4	0	2	2	Some college
R_3lPh3lEShjthV9n	18-24	Male	Not so strong Democrat	2	7	1	3	4	Bachelor's degree
R_110Vl4b8sf75lZo	18-24	Female	Democrat Leaner	2	4	0	4	0	Bachelor's degree
R_xrzSB5F6AVw8fHb	25-34	Female	Republican Leaner	2	4	1	6	2	HS diploma or the equivalent
R_D0EeWqa6fZEpEIN	18-24	Male	Independent/Other	1	4	0	4	0	HS diploma or the equivalent
R_1eDUIfERBo1u55t	25-34	Female	Strong Democrat	3	2	0	1	1	Bachelor's degree
R_OscLPJgZVX1llKh	35-44	Male	Strong Democrat	3	4	0	1	3	Associate degree
R_2YmHskYMMVauWHa	25-34	Female	Strong Democrat	2	6	1	1	5	Bachelor's degree
R_2U2Y56irJiVDBTu	65-74	Female	Strong Democrat	2	4	0	2	2	Bachelor's degree
R_1l5VYFDCkA3yhZO	55-64	Female	Independent/Other	2	3	0	4	1	Bachelor's degree
R_3ekQ3n4NxFvZaVJ	35-44	Male	Not so strong Democrat	3	6	1	3	3	Bachelor's degree
R_3M50pOVspYHnIPX	25-34	Female	Not so strong Democrat	2	4	0	2	2	Some college
R_3m8XP6GG9jRoQD9	25-34	Male	Republican Leaner	3	4	0	5	1	Master's degree
R_2VKgTtazEh7RpUq	18-24	Male	Strong Republican	1	6	0	1	5	Bachelor's degree
R_WBcRsdFbFMyCOfT	18-24	Male	Not so strong Democrat	4	4	0	4	0	Associate degree
R_1F8Gxc7GHbegc6l	45-54	Male	Strong Republican	3	7	1	7	0	Bachelor's degree
R_3qUrxcK1DCC3IFa	25-34	Male	Not so strong Republican	3	6	1	6	0	Some college
R_2YsONZ0YobwJT6y	45-54	Female	Democrat Leaner	2	5	0	4	1	Associate degree
R_3se3bCP4yLiOcF3	25-34	Female	Not so strong Republican	1	4	1	2	2	Bachelor's degree
R_PNZeOKcEZr1h4Ax	25-34	Female	Not so strong Democrat	3	5	1	4	1	Bachelor's degree
R_3iWtVHwhK0y8XWc	25-34	Male	Strong Democrat	1	6	1	2	4	Master's degree
R_2WOspbjhZO2cKUi	55-64	Female	Republican Leaner	2	4	1	4	0	HS diploma or the equivalent
R_PzYTgUPypg93cuB	25-34	Female	Strong Republican	4	6	1	6	0	Some college
R_V5bWxv8Xa5pKNcB	35-44	Male	Republican Leaner	2	4	0	7	3	Master's degree
R_1mgvoPQpHXGWcS0	55-64	Female	Strong Democrat	2	5	1	1	4	Associate degree
R_3QEsNNfB7DlTmSB	25-34	Male	Strong Democrat	1	7	1	1	6	HS diploma or the equivalent
R_3JEDRmC27qj0oZT	25-34	Male	Not so strong Democrat	1	3	0	3	0	Some college
R_TvK2nfLK4qqgRaN	25-34	Female	Independent/Other	2	4	1	4	0	HS diploma or the equivalent
R_XS52EIBqYC9ur8l	65-74	Male	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_2OORW6PCmG0asza	25-34	Male	Not so strong Republican	3	4	1	5	1	Associate degree
R_2SwT3t6i8gOKaY8	25-34	Female	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_2wG2sbnSjbmGmQx	25-34	Female	Not so strong Republican	2	5	1	6	1	Some college
R_Om52a8t7EswhvTb	18-24	Male	Not so strong Republican	2	6	1	7	1	Bachelor's degree
R_3ef9QcHgS6Bodjo	25-34	Female	Not so strong Democrat	2	6	0	2	4	Associate degree
R_1ewqDOzHf2miIGU	45-54	Female	Independent/Other	2	5	0	4	1	Bachelor's degree
R_29lVlQFuu3llzyi	25-34	Female	Democrat Leaner	2	3	0	2	1	Bachelor's degree
R_1ff38Lsn699AO6T	35-44	Female	Independent/Other	2	6	1	4	2	Bachelor's degree
R_BLGkQYKXujrMxFf	65-74	Male	Not so strong Republican	4	6	0	5	1	Associate degree
R_2SpF9SOPcyWLcLA	25-34	Female	Independent/Other	2	3	1	4	1	Some college
R_9vpJq08OP3IX08p	45-54	Male	Independent/Other	1	4	0	1	3	Some college
R_2xW6IxDpsamjTb3	35-44	Female	Republican Leaner	3	5	1	4	1	Master's degree
R_3GlTXWYOImMYKeC	25-34	Female	Not so strong Democrat	2	7	1	2	5	Some college
R_2z7jBoG8OzsUJew	25-34	Male	Republican Leaner	4	6	1	6	0	Bachelor's degree
R_8vOIP0aHFcUr8pX	25-34	Male	Republican Leaner	2	5	0	4	1	Bachelor's degree
R_3Kq4jniaydGkVkm	25-34	Female	Not so strong Democrat	2	5	1	3	2	Associate degree
R_3syl4OnGC94wE13	25-34	Female	Strong Democrat	2	4	0	2	2	HS diploma or the equivalent
R_1rpNaoz4kMVSiOs	45-54	Female	Democrat Leaner	2	2	0	3	1	Some college
R_OGPwEZT5oStCO0F	35-44	Female	Independent/Other	3	3	0	4	1	Associate degree
R_21AOsN34KeDIcFv	25-34	Female	Strong Republican	3	6	0	7	1	Bachelor's degree
R_3lxcCnFPLmrq5AI	35-44	Male	Not so strong Democrat	2	4	0	2	2	Bachelor's degree
R_9pj6khdB6rrT52F	18-24	Male	Not so strong Republican	3	6	1	5	1	Bachelor's degree
R_24FZpqVE6UlzmB7	25-34	Female	Democrat Leaner	2	3	0	2	1	Associate degree
R_XEPD3ICD96hxV1D	35-44	Female	Not so strong Republican	3	4	0	6	2	Some college
R_881kRolAjbumoCJ	25-34	Male	Strong Democrat	2	4	0	2	2	Bachelor's degree
R_1hFszJkAhWmDmR2	18-24	Female	Republican Leaner	2	6	1	5	1	Some college
R_3MMroT3FTxVWtZk	25-34	Male	Republican Leaner	2	3	1	3	0	HS diploma or the equivalent
R_3kFHP3FCUSM6yqN	18-24	Female	Strong Democrat	3	4	0	2	2	Bachelor's degree
R_3m1ycbMoGhDhXp5	55-64	Female	Strong Democrat	2	3	0	1	2	Master's degree
R_3qgppURUzogCMHO	25-34	Female	Democrat Leaner	3	5	1	4	1	Associate degree
R_10Mj9ZJn0RCewUB	18-24	Male	Not so strong Democrat	1	4	1	3	1	Bachelor's degree
R_3rPojJArbkTtsIp	25-34	Male	Independent/Other	3	5	1	4	1	Some college
R_yPcQA8rQfDJTuZr	25-34	Male	Independent/Other	3	5	0	4	1	Some college
R_25Wt9v6mrV5os8P	25-34	Male	Not so strong Republican	2	5	1	6	1	Master's degree
R_3KPfNRkenWt7IAX	18-24	Male	Strong Democrat	3	3	0	3	0	Some college
R_D91v54WopacKBuF	35-44	Male	Democrat Leaner	1	4	1	2	2	Bachelor's degree
R_Pu4MeloDFDZMxUd	25-34	Male	Strong Democrat	3	4	0	2	2	Bachelor's degree
R_2uwgzCDNkJSHx5W	25-34	Female	Republican Leaner	2	5	1	4	1	Bachelor's degree
R_6nxfc6assBJaoNP	35-44	Female	Not so strong Republican	2	4	0	6	2	Bachelor's degree
R_3CKqNXiSGkIGx2x	45-54	Female	Strong Democrat	2	6	0	2	4	Associate degree
R_3nCXv3nl77VM7IA	25-34	Male	Democrat Leaner	2	5	0	3	2	Some college
R_3Emyo0W4Ul2smtf	18-24	Female	Strong Democrat	2	6	1	2	4	Associate degree
R_3D0yFAx94zJbBHJ	18-24	Female	Democrat Leaner	3	2	0	1	1	HS diploma or the equivalent
R_DjFy7Lx1ngVCMNj	25-34	Female	Independent/Other	1	6	1	4	2	Associate degree
R_3hchYQ0U6PkdGc9	25-34	Female	Democrat Leaner	2	4	1	4	0	HS diploma or the equivalent
R_2vbRFLK5AjwN5r0	35-44	Male	Strong Democrat	3	4	0	1	3	HS diploma or the equivalent
R_1KdOaHa4wPohB9v	25-34	Male	Not so strong Republican	2	3	0	5	2	Bachelor's degree
R_qxx6IPyVfQGIXe1	35-44	Female	Not so strong Republican	3	5	0	5	0	Some college
R_2zx64M0HeLNf1ie	45-54	Female	Not so strong Democrat	3	6	1	2	4	Bachelor's degree
R_2R9ROP1zES1Plws	35-44	Female	Not so strong Democrat	2	4	0	2	2	Professional or doctorate degree
R_2YMoa1v7GHMNyDk	35-44	Male	Not so strong Republican	2	4	1	7	3	Associate degree
R_3qyyGnDyFCblo78	18-24	Male	Independent/Other	2	2	1	1	1	HS diploma or the equivalent
R_3I0h0diMR26uGnp	25-34	Male	Democrat Leaner	2	3	0	4	1	Master's degree
R_1LervdqyCtFlaTT	25-34	Male	Not so strong Democrat	2	6	1	3	3	Bachelor's degree
R_3j0CxvH8MLNr1fn	25-34	Male	Not so strong Democrat	3	7	1	2	5	Master's degree
R_1okg7GpE4Zca4Gq	35-44	Female	Republican Leaner	1	1	0	4	3	Bachelor's degree
R_2aUE8DRTu0IEZBf	35-44	Male	Republican Leaner	2	5	1	6	1	Some college
R_12JrtYenBTWlvRK	35-44	Female	Republican Leaner	2	4	0	4	0	Bachelor's degree
R_28HCQwr1E6fzRaJ	18-24	Female	Democrat Leaner	1	6	1	2	4	Bachelor's degree
R_1Nrxg9f592lQYk5	25-34	Female	Strong Republican	3	6	1	6	0	Bachelor's degree
R_1mC5AJGvb9i5m6p	35-44	Female	Not so strong Republican	3	4	0	5	1	Some college
R_C7eroFU29m4V7hv	25-34	Female	Republican Leaner	2	5	1	7	2	Some college
R_2QA7wZ410dxkEv7	25-34	Female	Not so strong Democrat	2	4	0	3	1	Associate degree
R_1nSMmRgj4q46vmD	35-44	Male	Not so strong Democrat	3	6	1	2	4	Professional or doctorate degree
R_3CCplI4jj5DK6yp	35-44	Female	Strong Republican	4	7	1	7	0	HS diploma or the equivalent
R_2yasCJYBov75XEd	45-54	Male	Not so strong Republican	1	2	1	5	3	Bachelor's degree
R_2EoYW5gabfetRUA	25-34	Male	Democrat Leaner	2	6	1	3	3	Bachelor's degree
R_3efCAb8uQZK6N3J	25-34	Female	Independent/Other	1	7	1	4	3	HS diploma or the equivalent
R_31LxXvi5wOf8RoD	35-44	Male	Not so strong Republican	3	7	1	6	1	Bachelor's degree
R_2b2zJDq5UYpHPJQ	35-44	Female	Not so strong Republican	3	6	1	6	0	Bachelor's degree
R_57uJLKwaWIj3Q1H	35-44	Male	Strong Democrat	1	5	1	1	4	Bachelor's degree
R_1JWsX3ABRYNjYqp	55-64	Female	Strong Democrat	3	4	0	2	2	Bachelor's degree
R_2qwsCBQTXByS5CN	25-34	Male	Independent/Other	1	7	1	3	4	Associate degree
R_2PunZE1S9MP0ekO	25-34	Female	Democrat Leaner	1	3	0	4	1	Associate degree
R_1cTVuttWfrvEQOh	25-34	Male	Republican Leaner	2	3	0	5	2	Some college
R_3qR9XD4ZejJujHp	25-34	Male	Not so strong Democrat	1	6	1	2	4	Master's degree
R_2Pd8zODwkX8gyDo	25-34	Male	Strong Democrat	1	7	1	2	5	Some college
R_1j9dcGiEwMXA7yB	45-54	Male	Not so strong Democrat	2	4	0	1	3	Bachelor's degree
R_1g6mqJK5xA8GbGR	18-24	Female	Not so strong Democrat	1	2	0	2	0	Bachelor's degree
R_0w8lHFc75h7kKtz	25-34	Female	Not so strong Democrat	2	4	1	4	0	Bachelor's degree
R_BXQujco1Q8SsbxD	45-54	Female	Not so strong Republican	3	6	1	6	0	Some college
R_BLeIrJzEeKHGhVv	25-34	Female	Not so strong Democrat	2	5	1	3	2	Bachelor's degree
R_27kWjaUm90mrx4R	25-34	Male	Democrat Leaner	2	3	0	2	1	Bachelor's degree
R_2dmzbDB0ZFKaOcF	45-54	Female	Not so strong Democrat	3	2	0	3	1	Associate degree
R_Zz1MjMOKGfEFf9f	25-34	Female	Independent/Other	2	6	0	4	2	Bachelor's degree
R_pQlWVz7sIx2Jfah	35-44	Male	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_1lrTADRvrp9jLuu	25-34	Male	Strong Democrat	1	7	1	1	6	Master's degree
R_1CIJ9yUjHAGY4pJ	25-34	Male	Not so strong Democrat	2	6	1	3	3	Bachelor's degree
R_3JEKDNKWHpV6mv2	18-24	Male	Not so strong Republican	1	7	1	4	3	Some college
R_3OrznQkvYYKeNq1	25-34	Female	Strong Democrat	2	6	1	1	5	Bachelor's degree
R_2rN0kwgrAdB84d0	65-74	Female	Republican Leaner	2	4	0	4	0	Bachelor's degree
R_OIM89v8xRs7ys9j	18-24	Male	Not so strong Republican	2	6	1	6	0	Some college
R_73BBnMvUJLSEre1	45-54	Female	Strong Republican	3	5	0	5	0	Associate degree
R_1pSa6cYTzIC4uUT	25-34	Male	Strong Democrat	3	4	1	4	0	Bachelor's degree
R_25WQahQvaxsLQkZ	45-54	Female	Not so strong Republican	3	4	0	6	2	Associate degree
R_9tydTF6ONEQqe9X	55-64	Female	Republican Leaner	3	6	1	5	1	Master's degree
R_Ral2K0iToPBk1Pz	25-34	Male	Not so strong Republican	4	5	0	6	1	Associate degree
R_24BMo73m493Oh6p	35-44	Female	Not so strong Democrat	2	5	0	1	4	Bachelor's degree
R_1o4J0uQYj7g8ro0	25-34	Female	Strong Democrat	2	1	0	1	0	Master's degree
R_vSx4RYJ12AVQpDb	45-54	Male	Strong Democrat	3	4	0	2	2	Some college
R_sLLBzhvPLBnVZ8B	25-34	Male	Democrat Leaner	1	6	1	3	3	Master's degree
